Student_ID;Sleep_Hours;Motivation_Level;Physical_Activity;Learning_Disabilities;Gender
955;9;Low;3;Yes;Male
956;7;Low;2;No;Male
957;8;High;3;No;Male
958;7;Medium;2;No;Male
959;8;Low;2;No;Female
960;8;Medium;0;No;Female
961;6;High;3;Yes;Male
962;4;Medium;3;No;Male
963;4;Medium;1;No;Male
964;4;High;2;No;Male
965;7;Medium;3;No;Female
966;4;Medium;3;No;Male
967;7;Medium;2;No;Male
968;7;High;3;No;Female
969;8;Medium;4;No;Male
970;8;High;2;No;Male
971;8;Medium;2;Yes;Male
972;8;Medium;2;No;Male
973;7;Medium;3;No;Female
974;7;High;3;No;Female
975;6;Medium;3;Yes;Male
976;7;Low;3;No;Female
977;5;Low;1;No;Male
978;9;Medium;4;Yes;Female
979;6;Low;3;No;Female
980;7;Medium;2;No;Male
981;7;Medium;3;No;Female
982;9;Medium;3;No;Male
983;4;Low;3;No;Male
984;7;Low;2;No;Female
985;8;Medium;4;No;Female
986;10;Medium;2;No;Female
987;7;Low;2;No;Female
988;6;Low;3;No;Male
989;10;Low;3;No;Male
990;8;High;2;No;Female
991;9;Medium;3;No;Male
992;5;Medium;4;No;Female
993;8;High;4;No;Male
994;5;Medium;1;No;Female
995;5;High;4;No;Male
996;8;Medium;3;No;Female
997;8;Low;3;No;Male
998;6;Medium;2;No;Female
999;9;Low;2;No;Male
1000;6;Medium;3;No;Male
1001;7;Medium;2;No;Female
1002;7;Low;2;No;Female
1003;7;Low;2;No;Female
1004;9;Medium;3;No;Male
1005;5;High;3;No;Male
1006;6;Low;2;No;Male
1007;5;Low;2;No;Male
1008;10;High;4;No;Female
1009;7;Medium;2;No;Male
1010;6;High;4;No;Male
1011;7;Medium;2;No;Male
1012;8;Medium;4;No;Male
1013;8;Low;2;No;Male
1014;6;Low;4;No;Male
1015;6;High;4;No;Male
1016;5;High;3;No;Male
1017;7;Medium;3;No;Female
1018;9;Medium;4;No;Male
1019;6;Low;3;No;Male
1020;8;Medium;2;No;Female
1021;6;Medium;2;No;Female
1022;5;Medium;3;Yes;Female
1023;8;Medium;3;No;Female
1024;10;Low;3;No;Male
1025;8;Medium;3;No;Female
1026;6;Low;2;No;Male
1027;6;Medium;3;No;Male
1028;10;Low;4;No;Female
1029;7;Medium;3;No;Male
1030;6;Low;2;No;Female
1031;7;Low;2;Yes;Female
1032;7;Low;4;No;Male
1033;8;Low;2;No;Female
1034;9;Low;5;No;Male
1035;9;Low;3;No;Male
1036;7;Medium;4;No;Female
1037;7;Low;3;No;Male
1038;8;High;4;No;Female
1039;6;Low;2;No;Male
1040;8;Medium;4;Yes;Male
1041;7;Medium;2;No;Female
1042;8;Medium;2;No;Male
1043;10;Low;3;No;Male
1044;8;Low;5;No;Male
1045;7;Medium;2;No;Female
1046;6;Medium;3;No;Male
1047;7;Medium;4;No;Female
1048;5;Medium;4;No;Male
1049;8;Medium;4;Yes;Female
1050;4;High;2;Yes;Female
1051;8;Medium;3;No;Male
1052;8;Medium;4;No;Male
1053;7;High;4;No;Female
1054;6;Medium;3;No;Female
1055;7;Medium;2;No;Male
1056;4;High;3;No;Female
1057;8;Medium;2;No;Female
1058;7;Medium;3;No;Female
1059;9;Medium;3;No;Female
1060;8;Medium;3;No;Male
1061;7;Medium;3;No;Female
1062;8;Low;3;No;Male
1063;6;Medium;3;No;Male
1064;6;Low;3;No;Male
1065;7;Low;3;No;Male
1066;7;Medium;3;No;Male
1067;6;Medium;2;No;Male
1068;7;Low;2;No;Male
1069;7;High;3;Yes;Female
1070;10;Medium;4;No;Male
1071;7;Medium;3;No;Male
1072;6;Medium;3;No;Male
1073;7;Low;2;No;Male
1074;9;Medium;3;No;Male
1075;9;Medium;3;No;Male
1076;10;Medium;3;No;Female
1077;7;Low;2;No;Female
1078;8;Low;3;No;Female
1079;5;High;2;No;Male
1080;6;Low;3;No;Male
1081;5;Low;3;No;Male
1082;8;Low;3;No;Female
1083;7;High;2;No;Male
1084;7;Medium;1;No;Male
1085;6;High;4;No;Male
1086;8;High;1;No;Male
1087;4;High;4;No;Female
1088;7;Medium;2;No;Female
1089;7;Medium;4;No;Female
1090;4;High;4;No;Male
1091;8;Medium;3;No;Female
1092;7;Low;2;No;Female
1093;8;Medium;4;No;Female
1094;10;Medium;2;No;Male
1095;7;Low;2;Yes;Female
1096;8;Medium;3;No;Female
1097;9;High;4;No;Male
1098;8;Low;1;No;Female
1099;6;Low;3;No;Female
1100;5;Low;2;No;Male
1101;8;Medium;1;No;Male
1102;6;Medium;3;No;Male
1103;9;Medium;4;No;Female
1104;6;High;3;No;Female
1105;7;Low;3;No;Male
1106;5;Medium;5;No;Male
1107;6;Medium;3;No;Male
1108;6;Medium;4;Yes;Female
1109;6;Medium;3;No;Male
1110;7;Medium;5;No;Male
1111;6;Low;3;No;Female
1112;10;Low;3;No;Male
1113;8;Medium;3;No;Male
1114;9;Medium;2;No;Male
1115;7;Low;4;Yes;Male
1116;7;High;3;No;Male
1117;6;High;4;No;Female
1118;10;Medium;4;No;Female
1119;7;Low;1;Yes;Female
1120;6;Medium;3;No;Female
1121;6;Low;3;No;Male
1122;8;Medium;3;No;Male
1123;9;Medium;4;No;Male
1124;9;Low;3;No;Female
1125;6;Low;4;No;Female
1126;6;Medium;3;No;Male
1127;9;Medium;2;No;Male
1128;10;Low;2;No;Male
1129;7;Low;3;No;Male
1130;9;Low;3;Yes;Female
1131;5;Medium;3;No;Male
1132;6;Medium;1;No;Female
1133;5;High;2;No;Male
1134;8;Medium;5;Yes;Female
1135;7;Medium;3;No;Female
1136;7;Low;4;No;Female
1137;9;Low;2;No;Male
1138;6;Medium;4;No;Male
1139;7;Low;3;No;Male
1140;5;High;3;No;Male
1141;9;Medium;2;No;Female
1142;9;Low;3;No;Female
1143;8;High;4;No;Male
1144;7;Low;2;No;Male
1145;6;Low;2;No;Male
1146;5;Low;3;No;Female
1147;7;Medium;5;No;Female
1148;8;Medium;3;No;Male
1149;10;Low;2;No;Male
1150;6;Medium;4;Yes;Female
1151;7;Low;3;No;Female
1152;9;High;2;No;Male
1153;9;High;4;No;Female
1154;6;Medium;4;No;Female
1155;7;Medium;2;No;Male
1156;6;Low;5;No;Male
1157;6;Low;3;No;Male
1158;9;Medium;2;No;Male
1159;7;Medium;5;Yes;Male
1160;7;Medium;4;No;Male
1161;7;Low;3;No;Male
1162;7;Medium;4;No;Male
1163;7;Medium;2;No;Male
1164;6;Low;3;No;Male
1165;9;Medium;3;Yes;Female
1166;6;Medium;2;Yes;Female
1167;6;Low;2;No;Male
1168;7;Low;5;No;Male
1169;10;Low;1;No;Female
1170;6;Low;4;No;Male
1171;8;Medium;4;No;Female
1172;7;High;2;No;Male
1173;7;High;3;No;Female
1174;8;Medium;3;No;Male
1175;4;High;4;No;Female
1176;6;High;2;No;Female
1177;8;Low;3;No;Female
1178;7;High;3;No;Female
1179;7;High;2;No;Male
1180;8;Medium;2;No;Male
1181;6;Medium;3;No;Male
1182;9;Medium;2;No;Male
1183;8;Medium;2;No;Male
1184;7;High;3;No;Female
1185;8;Low;2;No;Female
1186;9;High;2;No;Male
1187;6;Low;5;No;Male
1188;8;Low;4;No;Male
1189;10;High;4;No;Female
1190;8;High;2;No;Male
1191;7;Medium;3;No;Female
1192;10;High;4;No;Female
1193;7;High;3;No;Female
1194;9;High;4;No;Male
1195;6;Medium;2;No;Male
1196;9;High;2;No;Female
1197;6;High;2;Yes;Female
1198;7;High;3;No;Female
1199;6;Low;4;No;Male
1200;10;Medium;4;No;Female
1201;7;High;2;No;Male
1202;5;Medium;3;No;Female
1203;7;High;4;No;Female
1204;8;High;4;No;Female
1205;7;High;4;No;Female
1206;6;Medium;1;No;Male
1207;9;Low;4;No;Female
1208;9;Low;2;No;Female
1209;5;Medium;3;No;Male
1210;6;Low;3;No;Female
1211;7;Low;2;No;Male
1212;6;Medium;2;No;Female
1213;8;High;4;No;Male
1214;10;Low;3;No;Female
1215;6;Low;2;No;Male
1216;9;Medium;1;No;Male
1217;5;Low;1;No;Male
1218;8;Low;2;No;Male
1219;6;Low;5;No;Female
1220;8;Medium;4;No;Male
1221;4;Low;4;No;Female
1222;5;High;3;No;Female
1223;8;Low;1;No;Female
1224;6;High;4;No;Female
1225;7;Medium;3;No;Male
1226;10;High;3;No;Male
1227;7;Low;3;No;Male
1228;8;Medium;6;No;Male
1229;6;High;3;Yes;Female
1230;5;Medium;1;No;Male
1231;7;Medium;3;No;Female
1232;5;Low;2;No;Male
1233;6;Medium;3;No;Female
1234;7;Low;4;No;Male
1235;7;High;3;No;Male
1236;8;Medium;2;No;Female
1237;8;Low;4;Yes;Male
1238;5;Medium;4;No;Female
1239;6;Medium;3;Yes;Male
1240;4;Low;4;No;Male
1241;6;Medium;2;No;Female
1242;8;Low;4;No;Male
1243;9;Medium;4;No;Female
1244;7;Medium;4;No;Male
1245;9;Medium;4;No;Female
1246;8;Medium;4;Yes;Male
1247;7;High;1;No;Male
1248;6;Medium;2;No;Male
1249;4;Medium;4;No;Male
1250;9;High;2;No;Male
1251;7;Low;3;No;Female
1252;9;Low;3;No;Female
1253;6;High;4;No;Male
1254;10;Medium;3;No;Male
1255;7;High;2;No;Male
1256;6;Low;3;Yes;Male
1257;7;High;2;No;Male
1258;7;Low;4;No;Male
1259;7;High;3;No;Female
1260;6;High;4;No;Female
1261;4;Medium;3;No;Male
1262;6;Medium;3;No;Male
1263;9;Medium;2;Yes;Female
1264;6;Low;0;No;Male
1265;4;Medium;2;No;Female
1266;5;Medium;2;No;Female
1267;7;High;2;No;Female
1268;6;High;3;No;Male
1269;7;Medium;3;No;Female
1270;6;Medium;3;No;Female
1271;9;Low;2;No;Male
1272;8;Medium;4;No;Female
1273;10;Medium;3;No;Male
1274;6;High;1;No;Male
1275;7;Medium;2;No;Female
1276;9;Low;2;No;Female
1277;8;Low;4;No;Female
1278;6;Medium;2;No;Female
1279;8;Low;1;No;Male
1280;8;High;4;Yes;Male
1281;4;Medium;3;No;Male
1282;6;Medium;3;Yes;Male
1283;7;Medium;4;No;Female
1284;9;Medium;2;No;Male
1285;8;Medium;4;No;Female
1286;6;Medium;4;No;Female
1287;6;Medium;5;No;Male
1288;8;High;4;Yes;Male
1289;4;High;2;No;Female
1290;6;Medium;3;No;Female
1291;9;High;3;No;Female
1292;7;Low;4;Yes;Male
1293;6;High;3;No;Male
1294;5;Low;2;No;Male
1295;8;Low;4;No;Male
1296;7;High;3;No;Female
1297;7;Medium;3;No;Female
1298;8;Medium;4;No;Male
1299;7;Low;3;No;Male
1300;7;Low;3;No;Male
1301;5;Low;4;No;Female
1302;5;Low;3;No;Male
1303;8;Medium;4;No;Female
1304;8;Medium;4;No;Male
1305;8;Medium;3;No;Female
1306;6;Medium;3;No;Male
1307;8;High;4;No;Male
1308;6;Medium;3;No;Female
1309;9;Low;4;No;Female
1310;6;High;2;Yes;Male
1311;6;Medium;4;No;Male
1312;7;High;4;No;Male
1313;8;Medium;3;No;Male
1314;7;Medium;4;No;Female
1315;7;Low;4;No;Female
1316;6;High;2;No;Male
1317;7;Low;3;No;Male
1318;7;Low;4;No;Male
1319;6;Low;4;No;Male
1320;7;Medium;3;No;Male
1321;7;Low;4;No;Female
1322;10;High;3;No;Male
1323;6;High;2;No;Female
1324;6;High;1;No;Female
1325;7;High;2;No;Female
1326;6;High;1;No;Female
1327;5;High;2;No;Female
1328;5;High;0;Yes;Female
1329;6;High;2;No;Male
1330;6;Low;2;No;Male
1331;5;Low;3;No;Male
1332;7;Medium;3;No;Female
1333;4;Low;1;No;Female
1334;8;Low;4;No;Male
1335;6;Medium;4;No;Female
1336;6;Medium;3;No;Female
1337;8;Medium;4;No;Female
1338;8;High;3;No;Female
1339;6;Medium;2;No;Female
1340;8;Medium;2;No;Male
1341;9;Low;2;No;Male
1342;5;Medium;2;No;Male
1343;8;Low;4;No;Male
1344;5;Low;4;No;Male
1345;9;Low;2;No;Female
1346;6;High;3;No;Female
1347;6;Medium;3;No;Female
1348;9;Medium;6;No;Male
1349;8;High;1;Yes;Male
1350;6;Low;5;No;Male
1351;7;Medium;3;No;Male
1352;6;Low;2;No;Male
1353;5;High;2;Yes;Male
1354;7;Medium;2;No;Male
1355;6;Low;4;No;Female
1356;6;Low;4;No;Male
1357;9;High;3;No;Female
1358;6;Low;3;No;Male
1359;7;High;3;No;Female
1360;9;Medium;1;No;Male
1361;7;Low;2;No;Male
1362;6;Medium;5;No;Male
1363;7;Medium;4;No;Female
1364;8;Medium;3;No;Male
1365;8;Medium;2;No;Male
1366;10;Medium;3;No;Female
1367;6;Medium;3;No;Male
1368;7;Low;3;No;Male
1369;5;Medium;4;No;Male
1370;8;Medium;3;No;Female
1371;7;Medium;3;No;Male
1372;7;Low;2;No;Male
1373;6;Medium;3;No;Male
1374;6;Medium;2;No;Male
1375;7;Low;3;No;Female
1376;6;Medium;4;No;Male
1377;7;High;2;No;Male
1378;7;Low;3;No;Male
1379;5;High;5;Yes;Male
1380;5;Medium;4;No;Male
1381;6;Medium;4;No;Male
1382;9;Medium;3;No;Male
1383;6;Medium;3;Yes;Female
1384;7;Low;2;No;Male
1385;5;High;2;No;Female
1386;6;Medium;2;No;Male
1387;5;Medium;3;No;Male
1388;8;Medium;3;No;Female
1389;5;Medium;3;No;Male
1390;8;High;3;No;Male
1391;8;Low;1;No;Female
1392;7;High;2;No;Male
1393;8;Low;3;No;Male
1394;10;Medium;1;No;Male
1395;8;Medium;3;No;Male
1396;5;Medium;3;Yes;Female
1397;9;Low;4;No;Male
1398;7;Medium;3;No;Male
1399;10;High;2;No;Male
1400;6;Medium;2;No;Male
1401;9;Low;4;No;Female
1402;7;Low;4;No;Male
1403;10;Medium;3;No;Female
1404;7;Low;3;No;Male
1405;10;Low;5;Yes;Female
1406;8;Medium;3;No;Male
1407;8;Low;2;No;Male
1408;10;Low;4;No;Female
1409;6;Medium;3;No;Female
1410;8;Low;2;No;Male
1411;7;Low;5;No;Male
1412;7;Medium;4;No;Male
1413;7;Low;3;Yes;Female
1414;8;Low;3;Yes;Male
1415;8;Medium;2;No;Female
1416;6;Medium;3;No;Female
1417;7;Low;3;No;Female
1418;4;Medium;2;No;Male
1419;8;High;2;No;Male
1420;10;High;2;No;Female
1421;7;Medium;3;No;Female
1422;5;Low;3;No;Female
1423;8;Medium;3;No;Male
1424;6;Low;2;No;Female
1425;7;Medium;2;No;Male
1426;8;High;4;No;Male
1427;8;Medium;3;No;Female
1428;9;Medium;4;No;Male
1429;7;Low;4;No;Female
1430;7;Low;3;No;Male
1431;8;High;2;No;Female
1432;7;Medium;2;No;Male
1433;6;Low;2;No;Female
1434;8;Medium;2;No;Male
1435;5;Medium;3;No;Female
1436;7;Low;4;No;Female
1437;5;Medium;2;No;Male
1438;6;Medium;3;No;Male
1439;6;Medium;3;No;Female
1440;6;Low;3;Yes;Female
1441;9;Medium;3;No;Female
1442;9;Low;4;No;Female
1443;9;High;3;No;Male
1444;7;Medium;6;No;Male
1445;6;High;1;No;Male
1446;8;Medium;3;No;Male
1447;7;Low;1;No;Female
1448;7;Medium;4;No;Male
1449;4;Medium;4;No;Female
1450;8;Medium;3;No;Female
1451;8;Medium;5;No;Female
1452;7;Low;2;No;Female
1453;8;Medium;3;No;Male
1454;8;High;3;No;Female
1455;6;Medium;3;No;Male
1456;7;Medium;3;No;Male
1457;5;Low;4;No;Female
1458;9;Low;2;No;Male
1459;8;Medium;4;No;Female
1460;6;Medium;3;No;Female
1461;8;Medium;4;No;Female
1462;7;Medium;4;No;Male
1463;6;Low;2;No;Female
1464;7;Low;3;No;Male
1465;8;Low;2;No;Female
1466;8;High;2;No;Male
1467;10;Medium;4;No;Female
1468;7;High;4;No;Male
1469;7;Medium;4;No;Male
1470;8;Low;3;No;Male
1471;7;Medium;1;No;Male
1472;6;Medium;3;No;Female
1473;6;Medium;4;No;Male
1474;4;Medium;4;No;Male
1475;8;Medium;2;No;Male
1476;5;Medium;5;No;Male
1477;6;Low;2;No;Male
1478;7;High;3;No;Female
1479;7;Medium;2;No;Male
1480;10;Medium;5;No;Male
1481;5;Medium;3;No;Male
1482;10;Low;2;No;Male
1483;9;High;4;No;Male
1484;8;Low;2;No;Male
1485;9;Low;3;No;Female
1486;8;High;4;No;Male
1487;4;Medium;3;No;Male
1488;8;High;3;No;Male
1489;5;Medium;2;No;Female
1490;6;Medium;5;No;Female
1491;7;Low;2;No;Male
1492;6;Medium;2;No;Female
1493;8;Low;3;Yes;Male
1494;7;High;1;No;Male
1495;8;Medium;3;Yes;Male
1496;7;Medium;4;Yes;Male
1497;7;Low;5;No;Male
1498;6;High;4;No;Male
1499;5;High;2;No;Male
1500;7;Medium;2;No;Male
1501;6;High;6;No;Male
1502;9;High;4;No;Male
1503;5;Medium;5;No;Female
1504;10;Low;3;No;Male
1505;7;Medium;4;Yes;Female
1506;7;Medium;3;No;Female
1507;6;Medium;2;No;Male
1508;8;High;2;No;Male
1509;7;Low;3;Yes;Male
1510;7;High;3;No;Female
1511;8;High;3;Yes;Male
1512;8;High;2;No;Male
1513;9;Medium;3;Yes;Male
1514;8;Medium;0;No;Female
1515;6;High;3;No;Male
1516;4;Low;2;No;Female
1517;7;Medium;3;Yes;Male
1518;7;Medium;4;No;Female
1519;10;Medium;3;No;Male
1520;7;Medium;3;No;Male
1521;8;Low;3;No;Female
1522;8;High;4;No;Female
1523;8;Medium;4;Yes;Male
1524;8;Medium;5;No;Male
1525;6;Medium;2;No;Female
1526;6;Low;3;No;Female
1527;7;Medium;4;No;Male
1528;4;Medium;4;Yes;Male
1529;7;Low;3;Yes;Female
1530;6;Medium;4;Yes;Male
1531;7;High;3;Yes;Female
1532;7;Medium;2;No;Male
1533;5;Medium;3;No;Female
1534;9;Low;2;No;Female
1535;7;Medium;3;No;Female
1536;8;Medium;3;No;Male
1537;7;Medium;1;No;Male
1538;8;Low;4;No;Male
1539;5;Low;3;No;Female
1540;9;Medium;3;No;Female
1541;8;Medium;4;No;Male
1542;7;Low;4;No;Female
1543;7;Medium;4;No;Female
1544;9;Medium;2;No;Male
1545;6;Low;2;No;Male
1546;5;Low;2;Yes;Female
1547;6;Medium;6;No;Male
1548;7;Medium;2;Yes;Female
1549;7;Medium;4;No;Male
1550;9;Medium;2;No;Female
1551;6;Medium;2;No;Male
1552;6;High;1;No;Male
1553;5;High;2;No;Male
1554;8;Medium;3;No;Male
1555;5;Medium;3;No;Male
1556;8;High;3;No;Male
1557;6;Low;3;No;Female
1558;6;Low;4;No;Female
1559;10;High;3;No;Male
1560;9;High;1;No;Female
1561;7;High;3;No;Male
1562;5;High;2;No;Female
1563;10;Medium;4;No;Female
1564;7;High;4;No;Male
1565;7;Low;2;No;Female
1566;8;High;4;No;Female
1567;4;Medium;3;No;Male
1568;6;Low;2;No;Female
1569;7;Medium;5;No;Female
1570;7;Low;3;Yes;Male
1571;5;Low;4;Yes;Female
1572;7;Low;4;No;Female
1573;7;Low;4;Yes;Male
1574;10;Medium;3;No;Male
1575;9;Medium;3;No;Male
1576;7;High;1;No;Female
1577;7;Medium;2;No;Female
1578;9;High;4;No;Male
1579;7;High;3;No;Female
1580;5;Low;4;Yes;Female
1581;10;Low;2;No;Female
1582;6;Medium;3;No;Male
1583;10;High;3;No;Male
1584;8;High;3;No;Female
1585;6;Medium;5;No;Male
1586;4;Low;2;No;Female
1587;8;High;3;No;Female
1588;5;Medium;3;No;Male
1589;8;Low;2;No;Female
1590;10;High;2;Yes;Male
1591;5;High;3;Yes;Male
1592;8;Low;4;No;Male
1593;6;Low;4;No;Male
1594;9;High;4;No;Male
1595;7;Medium;2;No;Female
1596;7;High;2;No;Female
1597;9;High;3;No;Male
1598;8;Low;4;No;Female
1599;6;Medium;4;No;Male
1600;10;Medium;2;No;Male
1601;5;Low;4;No;Female
1602;7;Low;6;No;Female
1603;6;Medium;4;No;Female
1604;5;Medium;2;No;Male
1605;5;Medium;4;No;Female
1606;7;Low;3;No;Female
1607;8;Medium;2;No;Female
1608;9;Medium;3;No;Male
1609;9;High;4;No;Male
1610;7;Medium;2;No;Female
1611;6;High;3;No;Female
1612;9;Medium;2;No;Male
1613;6;Medium;2;No;Male
1614;5;Low;2;No;Male
1615;8;High;2;No;Male
1616;9;High;3;No;Male
1617;6;High;2;Yes;Male
1618;10;Medium;5;No;Male
1619;8;Medium;2;No;Male
1620;8;Medium;3;No;Male
1621;6;High;4;No;Male
1622;9;Medium;3;No;Male
1623;5;High;3;No;Female
1624;6;Medium;5;No;Male
1625;6;High;3;No;Female
1626;5;Medium;2;Yes;Male
1627;8;High;4;No;Female
1628;8;Medium;5;Yes;Male
1629;8;Medium;2;No;Male
1630;7;Medium;4;No;Male
1631;8;High;4;No;Female
1632;7;Medium;3;No;Male
1633;6;High;3;No;Male
1634;6;Low;1;No;Male
1635;4;Low;2;Yes;Female
1636;9;Medium;3;No;Male
1637;9;High;3;No;Male
1638;10;Low;3;No;Male
1639;6;Medium;4;No;Male
1640;6;Medium;4;No;Female
1641;4;Low;3;Yes;Male
1642;8;Low;2;No;Male
1643;8;Low;3;No;Female
1644;9;Medium;2;No;Female
1645;6;Medium;3;No;Male
1646;8;Low;4;No;Female
1647;6;High;2;No;Male
1648;9;High;3;No;Male
1649;8;Medium;4;No;Female
1650;5;Medium;2;No;Female
1651;7;Low;3;No;Male
1652;4;Medium;5;No;Male
1653;5;High;3;No;Male
1654;5;High;4;No;Male
1655;6;Low;4;No;Male
1656;7;Low;4;No;Male
1657;7;High;4;No;Female
1658;7;Low;3;No;Female
1659;7;Medium;5;No;Male
1660;7;Low;3;No;Male
1661;5;High;3;No;Male
1662;7;Low;3;No;Male
1663;9;Medium;4;No;Male
1664;7;Low;3;No;Female
1665;8;Low;3;No;Male
1666;8;Medium;3;No;Female
1667;8;Low;1;No;Female
1668;7;Low;3;No;Male
1669;8;Low;4;No;Male
1670;8;Low;4;No;Female
1671;8;High;3;No;Female
1672;8;Medium;4;No;Female
1673;5;High;2;No;Male
1674;5;Medium;3;No;Male
1675;6;Low;2;No;Male
1676;9;Medium;2;Yes;Female
1677;7;Low;5;No;Female
1678;7;Medium;4;No;Female
1679;4;Low;3;No;Male
1680;7;Medium;3;No;Female
1681;7;High;0;No;Male
1682;4;High;4;No;Male
1683;7;Medium;3;No;Male
1684;5;Medium;3;No;Female
1685;6;Low;4;Yes;Female
1686;8;Medium;4;No;Male
1687;7;High;4;No;Female
1688;6;Medium;1;Yes;Male
1689;6;Medium;3;No;Male
1690;6;Medium;3;No;Male
1691;7;Medium;2;No;Male
1692;5;Medium;4;No;Male
1693;9;Low;3;No;Male
1694;5;Medium;4;Yes;Female
1695;4;Low;3;No;Male
1696;8;Medium;3;No;Female
1697;6;Low;2;No;Male
1698;7;High;3;No;Female
1699;8;High;3;No;Female
1700;6;Medium;1;No;Female
1701;7;Low;2;No;Male
1702;8;High;2;No;Female
1703;9;High;3;No;Male
1704;6;Medium;2;No;Female
1705;6;High;3;Yes;Male
1706;8;Low;3;No;Male
1707;7;Medium;3;No;Male
1708;7;Medium;2;No;Female
1709;9;Low;2;Yes;Male
1710;4;Medium;4;No;Female
1711;5;Medium;4;No;Female
1712;4;Low;3;No;Female
1713;9;Medium;2;No;Male
1714;8;Low;2;No;Female
1715;5;Medium;3;No;Male
1716;7;Medium;4;No;Male
1717;7;Low;2;No;Female
1718;4;Medium;4;No;Female
1719;7;Medium;3;No;Female
1720;5;Medium;2;No;Male
1721;8;Medium;2;No;Male
1722;5;Low;3;No;Male
1723;7;Low;3;No;Male
1724;9;High;3;No;Male
1725;8;Low;4;Yes;Male
1726;8;Low;3;No;Female
1727;7;Low;2;No;Female
1728;5;Low;3;No;Female
1729;6;Low;4;No;Female
1730;7;Low;3;No;Male
1731;7;Low;3;No;Male
1732;5;Low;2;No;Female
1733;8;Low;4;No;Male
1734;5;Low;3;No;Male
1735;9;Medium;2;No;Male
1736;7;Medium;3;No;Male
1737;8;Medium;4;No;Female
1738;8;Medium;5;Yes;Female
1739;10;Medium;1;No;Female
1740;7;Medium;3;No;Male
1741;6;High;3;No;Male
1742;6;Medium;1;No;Female
1743;9;Low;3;Yes;Male
1744;5;Medium;3;No;Male
1745;6;Medium;2;No;Female
1746;7;Medium;3;No;Female
1747;7;Medium;4;No;Female
1748;8;Medium;0;No;Male
1749;5;Low;4;No;Male
1750;7;Medium;3;No;Female
1751;7;High;1;No;Male
1752;5;Medium;3;No;Female
1753;8;Low;4;Yes;Male
1754;7;Medium;3;No;Female
1755;7;High;3;No;Female
1756;6;High;4;No;Male
1757;6;Medium;4;Yes;Male
1758;5;Medium;5;Yes;Female
1759;8;Medium;4;No;Female
1760;9;Medium;2;No;Male
1761;10;Medium;4;No;Female
1762;8;Low;5;No;Male
1763;6;High;2;No;Male
1764;6;High;3;No;Male
1765;8;Medium;2;No;Female
1766;7;Low;4;No;Male
1767;7;Medium;2;No;Male
1768;7;Medium;2;No;Female
1769;9;Medium;3;No;Male
1770;6;Medium;3;No;Male
1771;9;Low;3;No;Male
1772;7;High;3;No;Female
1773;6;Medium;4;Yes;Male
1774;6;Low;4;No;Female
1775;7;Medium;3;No;Female
1776;8;Medium;5;Yes;Female
1777;6;Low;1;No;Female
1778;8;High;3;No;Male
1779;6;Medium;1;No;Male
1780;7;High;3;No;Female
1781;5;Low;3;No;Female
1782;8;Medium;2;No;Male
1783;7;Medium;2;No;Male
1784;9;High;1;No;Male
1785;8;Medium;4;Yes;Male
1786;7;Low;1;No;Male
1787;9;High;5;No;Male
1788;8;Low;2;No;Male
1789;9;High;3;No;Male
1790;6;Low;4;No;Male
1791;8;Medium;3;No;Female
1792;8;Medium;3;Yes;Female
1793;5;Medium;4;No;Female
1794;9;High;2;No;Male
1795;5;Medium;3;No;Male
1796;5;Medium;3;No;Female
1797;4;Medium;3;No;Female
1798;8;Low;1;No;Male
1799;5;Medium;2;No;Male
1800;6;Medium;5;No;Male
1801;8;Medium;3;No;Male
1802;7;High;3;No;Male
1803;6;Low;4;Yes;Female
1804;5;High;4;No;Male
1805;7;High;2;No;Female
1806;8;High;3;No;Female
1807;8;Low;3;No;Female
1808;10;High;3;No;Female
1809;6;Low;2;No;Female
1810;5;Medium;4;No;Male
1811;7;High;3;No;Female
1812;7;Medium;3;Yes;Female
1813;7;Medium;4;No;Male
1814;6;Medium;2;No;Female
1815;4;Medium;4;No;Female
1816;5;Medium;5;No;Female
1817;8;High;4;No;Male
1818;7;Low;5;Yes;Male
1819;8;Low;3;No;Male
1820;8;Low;4;No;Male
1821;8;Low;2;No;Male
1822;8;Low;4;No;Male
1823;7;Low;4;No;Female
1824;7;Medium;2;No;Male
1825;4;Low;2;No;Male
1826;6;Medium;3;No;Male
1827;6;Low;5;No;Male
1828;7;High;3;No;Male
1829;6;Medium;2;No;Male
1830;8;Low;2;No;Male
1831;6;High;2;Yes;Male
1832;9;Medium;3;No;Male
1833;6;High;3;No;Male
1834;6;Medium;2;No;Female
1835;6;Medium;3;No;Male
1836;6;Medium;3;No;Male
1837;9;Medium;3;Yes;Female
1838;7;Medium;4;No;Female
1839;7;Medium;3;No;Male
1840;6;Medium;4;No;Female
1841;7;Medium;5;No;Female
1842;7;Medium;3;No;Male
1843;7;Medium;3;No;Female
1844;7;Medium;3;No;Female
1845;9;Medium;5;No;Female
1846;7;Low;2;Yes;Female
1847;5;Medium;2;No;Female
1848;7;High;4;No;Female
1849;6;Medium;4;No;Female
1850;8;Medium;2;No;Female
1851;7;Medium;2;No;Female
1852;9;Medium;2;No;Male
1853;6;High;4;No;Male
1854;7;Low;5;No;Female
1855;5;Low;5;No;Male
1856;7;High;3;Yes;Female
1857;5;Medium;1;No;Female
1858;7;Medium;2;No;Female
1859;7;Medium;3;No;Female
