Family_ID;Student_ID;Parental_Involvement;Family_Income;Parental_Education_Level
1552;1552;Medium;Medium;High School
1553;1553;Medium;High;High School
1554;1554;High;Medium;Postgraduate
1555;1555;Medium;Medium;Postgraduate
1556;1556;Medium;Medium;Postgraduate
1557;1557;High;Low;College
1558;1558;High;Low;College
1559;1559;Low;High;College
1560;1560;Low;High;High School
1561;1561;Low;Medium;High School
1562;1562;Medium;Low;Postgraduate
1563;1563;Medium;High;Postgraduate
1564;1564;Medium;Low;High School
1565;1565;High;High;College
1566;1566;Medium;Medium;College
1567;1567;High;Low;High School
1568;1568;Medium;High;High School
1569;1569;Medium;Medium;High School
1570;1570;Medium;Low;College
1571;1571;High;Medium;Postgraduate
1572;1572;Low;High;College
1573;1573;Medium;Low;College
1574;1574;Low;Low;Postgraduate
1575;1575;Medium;Medium;High School
1576;1576;Medium;Medium;High School
1577;1577;High;High;Postgraduate
1578;1578;High;Low;High School
1579;1579;Medium;Medium;High School
1580;1580;High;Low;High School
1581;1581;Medium;High;College
1582;1582;High;Low;College
1583;1583;Medium;Low;High School
1584;1584;High;Medium;High School
1585;1585;High;Medium;Postgraduate
1586;1586;High;Low;High School
1587;1587;Medium;Low;Postgraduate
1588;1588;Medium;Low;High School
1589;1589;High;High;Postgraduate
1590;1590;High;Medium;High School
1591;1591;Medium;Low;College
1592;1592;Low;Low;
1593;1593;Medium;High;High School
1594;1594;Medium;Medium;High School
1595;1595;High;Low;High School
1596;1596;High;Low;High School
1597;1597;Low;Low;High School
1598;1598;High;Low;Postgraduate
1599;1599;Low;Medium;College
1600;1600;Medium;Low;College
1601;1601;Medium;High;College
1602;1602;High;Low;College
1603;1603;High;Low;High School
1604;1604;Medium;Low;College
1605;1605;Medium;Medium;High School
1606;1606;Low;High;High School
1607;1607;Medium;High;College
1608;1608;Medium;Low;High School
1609;1609;Medium;Medium;High School
1610;1610;High;Medium;College
1611;1611;Medium;Low;High School
1612;1612;Medium;Low;High School
1613;1613;Medium;Low;High School
1614;1614;Low;Low;High School
1615;1615;Medium;Medium;High School
1616;1616;Medium;Medium;High School
1617;1617;Medium;Low;High School
1618;1618;High;High;College
1619;1619;Medium;Medium;College
1620;1620;Medium;Medium;Postgraduate
1621;1621;High;Medium;College
1622;1622;Medium;Medium;Postgraduate
1623;1623;Medium;Low;High School
1624;1624;Medium;High;College
1625;1625;Medium;Low;High School
1626;1626;Medium;High;High School
1627;1627;Medium;Low;High School
1628;1628;High;Low;High School
1629;1629;High;Medium;Postgraduate
1630;1630;Medium;Medium;High School
1631;1631;Medium;Medium;College
1632;1632;Medium;Medium;High School
1633;1633;Medium;Medium;College
1634;1634;Low;Low;Postgraduate
1635;1635;Medium;High;Postgraduate
1636;1636;Medium;Medium;High School
1637;1637;Low;Low;Postgraduate
1638;1638;Low;Low;High School
1639;1639;Medium;Medium;High School
1640;1640;Medium;Low;College
1641;1641;Medium;High;College
1642;1642;Low;Medium;High School
1643;1643;Medium;Low;College
1644;1644;Medium;High;College
1645;1645;Low;High;High School
1646;1646;Medium;High;Postgraduate
1647;1647;Low;Low;High School
1648;1648;High;Medium;High School
1649;1649;Medium;Medium;College
1650;1650;Medium;Medium;High School
1651;1651;Low;Medium;High School
1652;1652;Medium;Low;College
1653;1653;Medium;Low;High School
1654;1654;High;Medium;Postgraduate
1655;1655;High;High;Postgraduate
1656;1656;Low;Low;High School
1657;1657;Medium;Medium;High School
1658;1658;Medium;Low;High School
1659;1659;Low;Medium;College
1660;1660;High;Low;College
1661;1661;Low;Medium;College
1662;1662;Medium;Medium;College
1663;1663;Medium;Low;College
1664;1664;Medium;Medium;High School
1665;1665;High;Medium;Postgraduate
1666;1666;High;Medium;High School
1667;1667;High;Medium;High School
1668;1668;Medium;High;Postgraduate
1669;1669;Low;Low;College
1670;1670;High;High;High School
1671;1671;High;Low;College
1672;1672;Medium;Low;College
1673;1673;High;High;College
1674;1674;Low;High;College
1675;1675;Medium;Low;High School
1676;1676;Low;Medium;Postgraduate
1677;1677;Medium;Low;High School
1678;1678;High;Low;High School
1679;1679;Medium;Low;High School
1680;1680;High;Low;College
1681;1681;Medium;Medium;High School
1682;1682;Medium;Medium;Postgraduate
1683;1683;High;Medium;High School
1684;1684;Low;Low;College
1685;1685;High;Medium;College
1686;1686;Medium;High;College
1687;1687;Medium;High;College
1688;1688;Medium;Medium;High School
1689;1689;High;Low;Postgraduate
1690;1690;Medium;Low;High School
1691;1691;Medium;Medium;High School
1692;1692;High;Medium;Postgraduate
1693;1693;Medium;High;High School
1694;1694;High;High;High School
1695;1695;Medium;Medium;High School
1696;1696;Low;Low;College
1697;1697;Medium;Low;Postgraduate
1698;1698;Medium;Low;Postgraduate
1699;1699;Medium;Medium;High School
1700;1700;Medium;Low;College
1701;1701;Low;Low;Postgraduate
1702;1702;Medium;High;College
1703;1703;Medium;Medium;College
1704;1704;Medium;Medium;High School
1705;1705;Medium;High;High School
1706;1706;High;Low;Postgraduate
1707;1707;Low;Low;High School
1708;1708;Medium;Low;High School
1709;1709;Medium;High;High School
1710;1710;Medium;High;College
1711;1711;Medium;Medium;High School
1712;1712;High;Medium;High School
1713;1713;High;High;Postgraduate
1714;1714;High;Low;Postgraduate
1715;1715;Low;Medium;Postgraduate
1716;1716;Medium;Medium;High School
1717;1717;High;Medium;Postgraduate
1718;1718;Medium;Medium;High School
1719;1719;High;High;Postgraduate
1720;1720;Medium;Low;High School
1721;1721;High;Medium;High School
1722;1722;High;High;College
1723;1723;Medium;Low;College
1724;1724;Low;High;High School
1725;1725;Medium;Medium;High School
1726;1726;High;Low;Postgraduate
1727;1727;High;Medium;Postgraduate
1728;1728;Low;High;High School
1729;1729;Medium;High;College
1730;1730;High;Low;High School
1731;1731;Medium;High;Postgraduate
1732;1732;High;Low;High School
1733;1733;High;Low;High School
1734;1734;High;Medium;College
1735;1735;Low;Medium;High School
1736;1736;Low;Medium;Postgraduate
1737;1737;Low;Low;High School
1738;1738;High;Medium;Postgraduate
1739;1739;Medium;Low;High School
1740;1740;Low;Medium;High School
1741;1741;Medium;Low;
1742;1742;Medium;Low;College
1743;1743;High;Medium;College
1744;1744;High;Medium;Postgraduate
1745;1745;Medium;High;College
1746;1746;Low;Medium;High School
1747;1747;High;Low;High School
1748;1748;Medium;Low;High School
1749;1749;Medium;Medium;College
1750;1750;Low;Low;Postgraduate
1751;1751;Low;Low;Postgraduate
1752;1752;Low;Medium;High School
1753;1753;Medium;Medium;
1754;1754;Medium;Low;High School
1755;1755;Low;Low;Postgraduate
1756;1756;Medium;Medium;High School
1757;1757;High;Low;High School
1758;1758;Low;Medium;Postgraduate
1759;1759;Medium;Medium;High School
1760;1760;Medium;Low;High School
1761;1761;High;High;College
1762;1762;Medium;Low;High School
1763;1763;High;Medium;Postgraduate
1764;1764;Medium;Low;High School
1765;1765;Medium;Medium;High School
1766;1766;Low;Low;High School
1767;1767;Medium;Medium;Postgraduate
1768;1768;Medium;Low;High School
1769;1769;Medium;Low;College
1770;1770;Medium;Medium;High School
1771;1771;Medium;Medium;College
1772;1772;High;Low;High School
1773;1773;High;Low;College
1774;1774;Low;Low;Postgraduate
1775;1775;Medium;High;High School
1776;1776;Medium;High;High School
1777;1777;Low;Low;Postgraduate
1778;1778;Medium;Medium;College
1779;1779;Medium;Medium;College
1780;1780;Medium;Low;Postgraduate
1781;1781;High;Medium;High School
1782;1782;Low;Medium;Postgraduate
1783;1783;Low;Medium;Postgraduate
1784;1784;Medium;Low;High School
1785;1785;High;Low;High School
1786;1786;High;High;Postgraduate
1787;1787;Low;High;High School
1788;1788;Medium;Low;College
1789;1789;Medium;Medium;College
1790;1790;Medium;Low;College
1791;1791;Medium;Medium;College
1792;1792;High;Low;High School
1793;1793;Medium;Medium;College
1794;1794;Medium;Medium;College
1795;1795;High;Low;High School
1796;1796;High;Medium;High School
1797;1797;Medium;High;College
1798;1798;Medium;Low;Postgraduate
1799;1799;Medium;Medium;College
1800;1800;Medium;Low;High School
1801;1801;High;Low;High School
1802;1802;High;Medium;High School
1803;1803;High;High;High School
1804;1804;Medium;Low;High School
1805;1805;High;High;High School
1806;1806;Low;Low;Postgraduate
1807;1807;Low;High;High School
1808;1808;Medium;Low;High School
1809;1809;Medium;Low;College
1810;1810;High;High;College
1811;1811;Medium;Low;Postgraduate
1812;1812;Medium;Low;High School
1813;1813;Medium;High;High School
1814;1814;High;High;High School
1815;1815;Medium;Medium;College
1816;1816;Medium;High;College
1817;1817;High;Low;Postgraduate
1818;1818;Medium;Medium;High School
1819;1819;Low;Medium;High School
1820;1820;Medium;High;Postgraduate
1821;1821;Low;High;High School
1822;1822;High;Low;High School
1823;1823;Medium;Low;College
1824;1824;High;Medium;High School
1825;1825;Medium;High;High School
1826;1826;High;Low;High School
1827;1827;Low;Low;Postgraduate
1828;1828;Low;Low;College
1829;1829;Low;Medium;High School
1830;1830;Medium;Low;High School
1831;1831;Low;Low;Postgraduate
1832;1832;Medium;Medium;Postgraduate
1833;1833;Medium;Medium;High School
1834;1834;Medium;Medium;High School
1835;1835;Medium;Medium;High School
1836;1836;Low;Medium;High School
1837;1837;High;Low;High School
1838;1838;Medium;Low;High School
1839;1839;High;Medium;College
1840;1840;Medium;Medium;Postgraduate
1841;1841;High;Low;Postgraduate
1842;1842;Medium;Low;Postgraduate
1843;1843;High;Low;College
1844;1844;Low;High;High School
1845;1845;High;High;High School
1846;1846;High;Low;High School
1847;1847;Low;Medium;High School
1848;1848;Medium;Low;High School
1849;1849;High;High;High School
1850;1850;Medium;High;High School
1851;1851;Low;Low;Postgraduate
1852;1852;Medium;Medium;College
1853;1853;Low;Medium;College
1854;1854;High;Medium;High School
1855;1855;Low;Medium;Postgraduate
1856;1856;Low;Low;High School
1857;1857;Medium;High;Postgraduate
1858;1858;Medium;Low;High School
1859;1859;High;Low;Postgraduate
1860;1860;Low;High;College
1861;1861;Low;Medium;High School
1862;1862;Medium;High;College
1863;1863;High;Low;High School
1864;1864;Medium;High;Postgraduate
1865;1865;Medium;Medium;High School
1866;1866;Medium;Medium;High School
1867;1867;Medium;High;High School
1868;1868;Medium;High;High School
1869;1869;Medium;Low;Postgraduate
1870;1870;High;High;High School
1871;1871;High;Low;College
1872;1872;High;Low;High School
1873;1873;Medium;Medium;High School
1874;1874;Medium;Medium;Postgraduate
1875;1875;Low;Low;High School
1876;1876;High;Low;Postgraduate
1877;1877;Medium;High;College
1878;1878;High;High;Postgraduate
1879;1879;Medium;Medium;College
1880;1880;High;High;High School
1881;1881;Medium;High;College
1882;1882;Medium;Low;College
1883;1883;Medium;Low;High School
1884;1884;High;High;College
1885;1885;High;Medium;High School
1886;1886;High;High;College
1887;1887;Low;Medium;College
1888;1888;High;Medium;Postgraduate
1889;1889;Medium;High;College
1890;1890;Medium;Medium;College
1891;1891;Low;Low;College
1892;1892;Low;Medium;High School
1893;1893;Low;Medium;High School
1894;1894;High;Low;High School
1895;1895;Medium;Medium;High School
1896;1896;Low;Medium;College
1897;1897;Medium;Medium;Postgraduate
1898;1898;Medium;Medium;Postgraduate
1899;1899;Low;Medium;College
1900;1900;Low;Medium;High School
1901;1901;Low;Medium;Postgraduate
1902;1902;Medium;Medium;Postgraduate
1903;1903;Low;High;College
1904;1904;Medium;Medium;College
1905;1905;Low;Low;High School
1906;1906;Low;Low;College
1907;1907;Medium;Low;High School
1908;1908;Low;Medium;Postgraduate
1909;1909;Low;High;Postgraduate
1910;1910;Medium;High;High School
1911;1911;Medium;Medium;High School
1912;1912;High;Medium;High School
1913;1913;Low;Medium;Postgraduate
1914;1914;High;Medium;High School
1915;1915;High;High;Postgraduate
1916;1916;High;Low;College
1917;1917;Medium;Medium;High School
1918;1918;High;Low;High School
1919;1919;Low;Low;High School
1920;1920;Low;High;College
1921;1921;Low;Medium;Postgraduate
1922;1922;High;Medium;College
1923;1923;Medium;High;High School
1924;1924;High;High;College
1925;1925;Medium;Low;Postgraduate
1926;1926;High;Medium;Postgraduate
1927;1927;High;Medium;College
1928;1928;High;Medium;High School
1929;1929;Medium;Low;Postgraduate
1930;1930;High;Medium;Postgraduate
1931;1931;High;Low;Postgraduate
1932;1932;Medium;Low;Postgraduate
1933;1933;Medium;Medium;College
1934;1934;High;Low;College
1935;1935;Medium;Medium;High School
1936;1936;High;Low;College
1937;1937;Low;High;High School
1938;1938;Medium;High;Postgraduate
1939;1939;Low;High;High School
1940;1940;Medium;Low;College
1941;1941;Medium;Low;High School
1942;1942;High;Medium;High School
1943;1943;Low;High;High School
1944;1944;High;Medium;High School
1945;1945;High;Low;College
1946;1946;Medium;Low;High School
1947;1947;Medium;Low;
1948;1948;Medium;Medium;High School
1949;1949;Medium;Low;High School
1950;1950;Low;Medium;College
1951;1951;Medium;High;High School
1952;1952;High;Low;High School
1953;1953;Low;High;College
1954;1954;Medium;Medium;College
1955;1955;High;Medium;College
1956;1956;High;High;Postgraduate
1957;1957;High;Medium;High School
1958;1958;High;Low;High School
1959;1959;Medium;High;Postgraduate
1960;1960;High;Low;College
1961;1961;High;High;High School
1962;1962;Medium;Low;High School
1963;1963;Medium;Low;College
1964;1964;Medium;High;Postgraduate
1965;1965;Medium;High;College
1966;1966;Medium;Low;High School
1967;1967;Medium;Medium;Postgraduate
1968;1968;Medium;Low;High School
1969;1969;Medium;Low;Postgraduate
1970;1970;Low;Low;College
1971;1971;High;Low;High School
1972;1972;Low;Medium;High School
1973;1973;Low;Low;College
1974;1974;Medium;Medium;High School
1975;1975;Medium;Medium;Postgraduate
1976;1976;Low;Medium;High School
1977;1977;Medium;Low;Postgraduate
1978;1978;High;Low;High School
1979;1979;Medium;Medium;High School
1980;1980;Medium;Low;Postgraduate
1981;1981;Low;Low;College
1982;1982;Medium;Medium;High School
1983;1983;High;Medium;High School
1984;1984;Medium;Low;College
1985;1985;High;Medium;College
1986;1986;Medium;High;College
1987;1987;High;High;High School
1988;1988;High;Medium;High School
1989;1989;High;Low;High School
1990;1990;High;Medium;Postgraduate
1991;1991;Medium;Low;College
1992;1992;High;High;High School
1993;1993;Medium;Low;High School
1994;1994;High;High;High School
1995;1995;Low;High;High School
1996;1996;Medium;Medium;High School
1997;1997;High;Low;High School
1998;1998;Low;Medium;Postgraduate
1999;1999;Medium;Low;College
2000;2000;High;High;Postgraduate
2001;2001;Medium;Low;High School
2002;2002;Medium;Medium;High School
2003;2003;Medium;Medium;Postgraduate
2004;2004;Medium;Low;College
2005;2005;Low;Medium;College
2006;2006;Low;Low;College
2007;2007;Low;Medium;High School
2008;2008;Medium;Low;High School
2009;2009;Medium;Low;High School
2010;2010;High;Medium;High School
2011;2011;Medium;Medium;High School
2012;2012;High;Low;High School
2013;2013;Low;Medium;College
2014;2014;Medium;Medium;College
2015;2015;Medium;Low;College
2016;2016;High;Medium;Postgraduate
2017;2017;High;Low;College
2018;2018;High;High;High School
2019;2019;Low;Low;High School
2020;2020;High;Medium;High School
2021;2021;Medium;Medium;College
2022;2022;High;Medium;College
2023;2023;Medium;High;High School
2024;2024;Medium;High;Postgraduate
2025;2025;Low;Low;High School
2026;2026;Medium;High;High School
2027;2027;Medium;Low;High School
2028;2028;Low;Low;High School
2029;2029;Low;Medium;Postgraduate
2030;2030;High;High;High School
2031;2031;Medium;Medium;Postgraduate
2032;2032;High;High;College
2033;2033;High;High;Postgraduate
2034;2034;High;Medium;College
2035;2035;High;Medium;College
2036;2036;High;Low;Postgraduate
2037;2037;Medium;Low;College
2038;2038;Low;Medium;High School
2039;2039;Medium;Low;College
2040;2040;Medium;Low;High School
2041;2041;Low;Low;High School
2042;2042;Medium;High;Postgraduate
2043;2043;Medium;Low;Postgraduate
2044;2044;High;Low;High School
2045;2045;Medium;Medium;Postgraduate
2046;2046;Medium;High;High School
2047;2047;Medium;Medium;High School
2048;2048;Medium;Low;High School
2049;2049;High;Low;High School
2050;2050;Low;Medium;College
2051;2051;Medium;Low;High School
2052;2052;Medium;Medium;High School
2053;2053;Medium;Low;High School
2054;2054;Medium;Medium;Postgraduate
2055;2055;Medium;Medium;High School
2056;2056;Medium;Medium;College
2057;2057;Medium;High;High School
2058;2058;High;Medium;Postgraduate
2059;2059;Medium;Low;College
2060;2060;Medium;High;High School
2061;2061;Medium;Medium;Postgraduate
2062;2062;Low;Low;High School
2063;2063;High;Medium;High School
2064;2064;Medium;Medium;High School
2065;2065;High;Medium;Postgraduate
2066;2066;Medium;Medium;High School
2067;2067;High;Low;High School
2068;2068;Medium;High;Postgraduate
2069;2069;Low;Medium;Postgraduate
2070;2070;Low;Medium;High School
2071;2071;Medium;Medium;College
2072;2072;Medium;Medium;College
2073;2073;Medium;Medium;Postgraduate
2074;2074;High;Low;College
2075;2075;Medium;Medium;High School
2076;2076;Medium;Low;Postgraduate
2077;2077;High;Medium;College
2078;2078;Medium;Medium;College
2079;2079;High;High;High School
2080;2080;Medium;Medium;Postgraduate
2081;2081;Medium;Low;Postgraduate
2082;2082;Low;Low;High School
2083;2083;High;Low;High School
2084;2084;High;Low;High School
2085;2085;High;Medium;College
2086;2086;Medium;High;High School
2087;2087;High;Medium;High School
2088;2088;Medium;Low;College
2089;2089;Medium;Low;High School
2090;2090;High;Low;College
2091;2091;Low;Low;College
2092;2092;Medium;Medium;High School
2093;2093;Medium;Medium;College
2094;2094;High;High;Postgraduate
2095;2095;Medium;Medium;College
2096;2096;Medium;Low;Postgraduate
2097;2097;High;Low;Postgraduate
2098;2098;Medium;Medium;College
2099;2099;Medium;Medium;High School
2100;2100;Medium;Medium;College
2101;2101;High;High;High School
2102;2102;Low;Low;College
2103;2103;Medium;High;High School
2104;2104;Low;High;College
2105;2105;Medium;Low;High School
2106;2106;Medium;Low;High School
2107;2107;Medium;Medium;Postgraduate
2108;2108;Medium;Medium;High School
2109;2109;High;Medium;High School
2110;2110;High;Low;College
2111;2111;High;Medium;College
2112;2112;Medium;Medium;High School
2113;2113;Low;Low;College
2114;2114;Medium;Medium;High School
2115;2115;High;Medium;College
2116;2116;Medium;Low;College
2117;2117;High;Medium;
2118;2118;Low;Low;Postgraduate
2119;2119;Medium;Medium;College
2120;2120;Medium;Medium;High School
2121;2121;Medium;Medium;High School
2122;2122;Medium;Low;High School
2123;2123;Medium;Medium;High School
2124;2124;Medium;Low;Postgraduate
2125;2125;Medium;Low;High School
2126;2126;Low;Low;Postgraduate
2127;2127;High;Low;College
2128;2128;Medium;Low;High School
2129;2129;Medium;Low;Postgraduate
2130;2130;Medium;Medium;Postgraduate
2131;2131;High;Low;High School
2132;2132;Medium;Medium;High School
2133;2133;High;Low;Postgraduate
2134;2134;Medium;Low;High School
2135;2135;Medium;High;College
2136;2136;Medium;Medium;Postgraduate
2137;2137;Medium;Medium;High School
2138;2138;Medium;Medium;Postgraduate
2139;2139;Medium;Low;Postgraduate
2140;2140;Medium;Medium;High School
2141;2141;Medium;Low;College
2142;2142;High;Low;High School
2143;2143;Medium;Medium;College
2144;2144;Medium;Low;College
2145;2145;High;Low;College
2146;2146;Medium;Low;College
2147;2147;Low;Low;College
2148;2148;High;Medium;College
2149;2149;Medium;Medium;College
2150;2150;High;Low;High School
2151;2151;Low;Medium;High School
2152;2152;Low;High;College
2153;2153;Low;Low;College
2154;2154;Medium;Low;High School
2155;2155;Low;Medium;College
2156;2156;Low;Medium;Postgraduate
2157;2157;High;Low;College
2158;2158;High;Low;College
2159;2159;High;Medium;College
2160;2160;High;Low;College
2161;2161;Medium;High;High School
2162;2162;High;Low;High School
2163;2163;Medium;Medium;College
2164;2164;Medium;Low;High School
2165;2165;High;Medium;High School
2166;2166;Medium;Medium;High School
2167;2167;High;Low;High School
2168;2168;Medium;Medium;High School
2169;2169;Low;Low;High School
2170;2170;Low;High;High School
2171;2171;Low;High;High School
2172;2172;High;High;College
2173;2173;High;High;College
2174;2174;Medium;Medium;College
2175;2175;Medium;Low;College
2176;2176;Medium;Low;High School
2177;2177;High;High;College
2178;2178;Medium;Low;College
2179;2179;High;Low;College
2180;2180;Medium;Medium;College
2181;2181;High;Low;College
2182;2182;Medium;Medium;High School
2183;2183;Medium;Medium;Postgraduate
2184;2184;Medium;High;High School
2185;2185;High;Low;High School
2186;2186;High;Low;High School
2187;2187;Medium;Medium;College
2188;2188;Medium;Low;Postgraduate
2189;2189;High;Low;
2190;2190;High;Medium;Postgraduate
2191;2191;Medium;Low;Postgraduate
2192;2192;Low;Low;Postgraduate
2193;2193;Low;Low;College
2194;2194;High;Low;College
2195;2195;Low;Medium;High School
2196;2196;Medium;Low;High School
2197;2197;Medium;Medium;Postgraduate
2198;2198;Medium;High;High School
2199;2199;Medium;High;High School
2200;2200;Medium;Low;High School
2201;2201;Medium;Medium;High School
2202;2202;High;Medium;College
2203;2203;High;Low;Postgraduate
2204;2204;Low;Low;High School
2205;2205;Low;High;College
2206;2206;Medium;Medium;College
2207;2207;High;Medium;College
2208;2208;High;Medium;High School
2209;2209;High;Low;College
2210;2210;High;Low;College
2211;2211;Medium;Medium;High School
2212;2212;Low;Low;High School
2213;2213;Medium;Low;High School
2214;2214;High;Low;College
2215;2215;Medium;High;Postgraduate
2216;2216;High;Medium;High School
2217;2217;High;Low;College
2218;2218;High;Low;Postgraduate
2219;2219;Low;Medium;Postgraduate
2220;2220;Low;Low;Postgraduate
2221;2221;High;Medium;High School
2222;2222;Low;High;High School
2223;2223;Low;High;College
2224;2224;High;High;College
2225;2225;High;Low;Postgraduate
2226;2226;Medium;Low;College
2227;2227;High;Medium;College
2228;2228;Low;Medium;College
2229;2229;Medium;Low;College
2230;2230;Medium;Low;Postgraduate
2231;2231;High;Low;High School
2232;2232;Low;Medium;High School
2233;2233;Medium;Low;High School
2234;2234;Medium;Low;High School
2235;2235;High;Medium;Postgraduate
2236;2236;Medium;Low;College
2237;2237;Medium;Medium;High School
2238;2238;Low;Low;College
2239;2239;Medium;Low;High School
2240;2240;Medium;Medium;College
2241;2241;High;High;Postgraduate
2242;2242;Medium;Low;College
2243;2243;High;Medium;Postgraduate
2244;2244;Medium;High;College
2245;2245;Medium;Low;High School
2246;2246;Medium;Low;College
2247;2247;Medium;High;High School
2248;2248;High;Medium;Postgraduate
2249;2249;High;High;College
2250;2250;Medium;Medium;High School
2251;2251;Low;Low;Postgraduate
2252;2252;Low;Low;High School
2253;2253;Medium;Medium;College
2254;2254;High;Medium;College
2255;2255;High;Medium;College
2256;2256;Medium;Medium;High School
2257;2257;Low;Low;High School
2258;2258;Medium;Low;Postgraduate
2259;2259;High;Low;High School
2260;2260;Medium;Low;High School
2261;2261;Medium;Medium;Postgraduate
2262;2262;Medium;Low;College
2263;2263;Low;Low;College
2264;2264;Medium;Medium;College
2265;2265;High;Medium;High School
2266;2266;High;Low;College
2267;2267;Medium;Medium;High School
2268;2268;Low;Medium;High School
2269;2269;Medium;Low;High School
2270;2270;High;Low;High School
2271;2271;Low;High;High School
2272;2272;High;Medium;College
2273;2273;High;Low;High School
2274;2274;Medium;Medium;High School
2275;2275;Medium;Medium;College
2276;2276;High;Low;High School
2277;2277;Medium;High;Postgraduate
2278;2278;Low;Medium;Postgraduate
2279;2279;Low;Low;High School
2280;2280;Low;High;High School
2281;2281;High;Low;High School
2282;2282;Medium;Medium;High School
2283;2283;Medium;Medium;College
2284;2284;High;Medium;High School
2285;2285;Medium;Medium;High School
2286;2286;High;Low;College
2287;2287;Medium;Low;High School
2288;2288;Medium;Medium;High School
2289;2289;Medium;High;High School
2290;2290;High;Low;High School
2291;2291;High;Low;High School
2292;2292;Low;Low;High School
2293;2293;High;Medium;College
2294;2294;High;Low;High School
2295;2295;Low;Low;High School
2296;2296;Low;Low;College
2297;2297;Medium;Medium;College
2298;2298;Medium;Medium;High School
2299;2299;Medium;High;High School
2300;2300;Medium;Medium;High School
2301;2301;Medium;Medium;High School
2302;2302;Medium;Medium;High School
2303;2303;Low;High;Postgraduate
2304;2304;Medium;High;High School
2305;2305;Medium;Medium;High School
2306;2306;Medium;Medium;Postgraduate
2307;2307;High;High;High School
2308;2308;Low;Low;College
2309;2309;Low;Medium;High School
2310;2310;Low;Low;College
2311;2311;Medium;Medium;High School
2312;2312;High;Medium;High School
2313;2313;Medium;Low;High School
2314;2314;Medium;Low;High School
2315;2315;Medium;Medium;College
2316;2316;Medium;Medium;College
2317;2317;Medium;Medium;High School
2318;2318;Medium;Low;College
2319;2319;Low;Medium;High School
2320;2320;High;High;High School
2321;2321;Medium;High;High School
2322;2322;Medium;Low;High School
2323;2323;Medium;High;High School
2324;2324;High;Medium;High School
2325;2325;Low;Medium;High School
2326;2326;Low;Low;College
2327;2327;Medium;Medium;College
2328;2328;Medium;Low;High School
2329;2329;Medium;Medium;Postgraduate
2330;2330;High;Medium;College
2331;2331;Medium;Medium;Postgraduate
2332;2332;High;Low;High School
2333;2333;Medium;Low;High School
2334;2334;High;Medium;College
2335;2335;Medium;Medium;High School
2336;2336;Medium;Medium;High School
2337;2337;High;Low;High School
2338;2338;Low;Medium;High School
2339;2339;High;Medium;College
2340;2340;Medium;High;College
2341;2341;High;Medium;Postgraduate
2342;2342;Medium;High;High School
2343;2343;High;Low;High School
2344;2344;Low;High;College
2345;2345;Medium;Medium;College
2346;2346;High;Medium;Postgraduate
2347;2347;High;Low;College
2348;2348;Low;Low;College
2349;2349;Medium;Medium;High School
2350;2350;Medium;High;Postgraduate
2351;2351;Low;Low;High School
2352;2352;Medium;Low;College
2353;2353;High;High;College
2354;2354;Medium;Low;High School
2355;2355;Medium;Medium;High School
2356;2356;High;Medium;College
2357;2357;Low;Medium;High School
2358;2358;Medium;Low;Postgraduate
2359;2359;High;Medium;High School
2360;2360;High;Low;Postgraduate
2361;2361;High;Low;College
2362;2362;High;Low;High School
2363;2363;Low;Medium;High School
2364;2364;Medium;Low;College
2365;2365;High;Low;High School
2366;2366;Low;Low;College
2367;2367;Low;Low;College
2368;2368;High;Medium;High School
2369;2369;High;Low;College
2370;2370;Medium;Medium;Postgraduate
2371;2371;High;High;Postgraduate
2372;2372;High;Medium;Postgraduate
2373;2373;High;Medium;College
2374;2374;High;Medium;College
2375;2375;Medium;Low;High School
2376;2376;High;Low;Postgraduate
2377;2377;Medium;Medium;High School
2378;2378;High;Low;High School
2379;2379;High;Low;High School
2380;2380;Low;Low;High School
2381;2381;Medium;Medium;
2382;2382;Medium;Medium;High School
2383;2383;High;Medium;Postgraduate
2384;2384;High;Low;College
2385;2385;Medium;Medium;College
2386;2386;Medium;Low;High School
2387;2387;High;Low;High School
2388;2388;Medium;Medium;Postgraduate
2389;2389;Low;Medium;High School
2390;2390;Medium;Medium;College
2391;2391;High;Low;High School
2392;2392;High;Low;College
2393;2393;Medium;Medium;High School
2394;2394;Low;Medium;Postgraduate
2395;2395;Medium;Medium;High School
2396;2396;High;Low;High School
2397;2397;Medium;High;High School
2398;2398;Medium;Low;Postgraduate
2399;2399;Low;Low;College
2400;2400;High;Medium;High School
2401;2401;Medium;Medium;High School
2402;2402;Medium;Medium;High School
2403;2403;High;Low;High School
2404;2404;High;High;High School
2405;2405;Medium;Medium;College
2406;2406;Medium;Medium;Postgraduate
2407;2407;Medium;Low;High School
2408;2408;Low;Low;High School
2409;2409;Low;Medium;High School
2410;2410;Medium;High;High School
2411;2411;Low;High;High School
2412;2412;High;Medium;High School
2413;2413;Low;Low;High School
2414;2414;Medium;Low;High School
2415;2415;Medium;Medium;High School
2416;2416;Medium;Medium;College
2417;2417;Medium;Medium;High School
2418;2418;High;High;College
2419;2419;Medium;Low;College
2420;2420;High;Medium;College
2421;2421;Medium;Low;High School
2422;2422;Low;Low;College
2423;2423;Medium;Low;High School
2424;2424;Medium;Medium;Postgraduate
2425;2425;High;Medium;Postgraduate
2426;2426;High;Medium;High School
2427;2427;Low;Low;College
2428;2428;Low;Medium;High School
2429;2429;Medium;Medium;High School
