AF_ID;Student_ID;Hours_Studied;Access_to_Resources;Extracurricular_Activities;Internet_Access;Peer_Influence
1716;1716;19;Medium;Yes;Yes;Neutral
1717;1717;22;Medium;Yes;Yes;Neutral
1718;1718;21;High;Yes;Yes;Neutral
1719;1719;24;Medium;Yes;Yes;Negative
1720;1720;17;High;Yes;Yes;Negative
1721;1721;23;Low;Yes;Yes;Positive
1722;1722;18;Low;Yes;Yes;Neutral
1723;1723;24;Low;Yes;No;Neutral
1724;1724;24;High;Yes;Yes;Neutral
1725;1725;14;High;No;Yes;Positive
1726;1726;27;Low;No;Yes;Positive
1727;1727;17;Low;Yes;Yes;Positive
1728;1728;25;Medium;No;Yes;Negative
1729;1729;22;High;No;Yes;Negative
1730;1730;31;High;No;Yes;Positive
1731;1731;19;Medium;No;Yes;Negative
1732;1732;18;Medium;Yes;Yes;Negative
1733;1733;20;High;No;Yes;Neutral
1734;1734;18;Medium;No;Yes;Positive
1735;1735;25;Medium;Yes;Yes;Positive
1736;1736;10;Medium;No;Yes;Positive
1737;1737;14;Medium;Yes;Yes;Positive
1738;1738;14;High;Yes;Yes;Negative
1739;1739;26;High;Yes;Yes;Positive
1740;1740;30;Medium;No;Yes;Neutral
1741;1741;19;Low;No;Yes;Neutral
1742;1742;19;High;Yes;No;Neutral
1743;1743;20;Medium;Yes;Yes;Positive
1744;1744;27;Low;Yes;Yes;Neutral
1745;1745;14;Medium;Yes;Yes;Positive
1746;1746;21;Medium;No;Yes;Negative
1747;1747;26;Low;No;Yes;Negative
1748;1748;23;Medium;No;Yes;Negative
1749;1749;21;Low;No;Yes;Negative
1750;1750;26;High;No;No;Neutral
1751;1751;4;High;Yes;Yes;Positive
1752;1752;24;High;Yes;Yes;Neutral
1753;1753;16;Medium;Yes;Yes;Positive
1754;1754;9;Medium;Yes;Yes;Neutral
1755;1755;23;High;No;No;Negative
1756;1756;28;High;Yes;Yes;Neutral
1757;1757;19;Low;No;Yes;Negative
1758;1758;26;Medium;Yes;Yes;Negative
1759;1759;30;Medium;No;Yes;Neutral
1760;1760;28;Medium;Yes;Yes;Neutral
1761;1761;30;Medium;Yes;Yes;Positive
1762;1762;24;High;No;Yes;Positive
1763;1763;20;Medium;No;Yes;Negative
1764;1764;10;Medium;No;Yes;Neutral
1765;1765;19;High;No;Yes;Negative
1766;1766;15;Medium;Yes;Yes;Positive
1767;1767;33;High;Yes;Yes;Neutral
1768;1768;19;Low;No;Yes;Positive
1769;1769;21;High;Yes;Yes;Neutral
1770;1770;23;Low;No;Yes;Neutral
1771;1771;20;High;Yes;Yes;Positive
1772;1772;30;Low;Yes;Yes;Negative
1773;1773;16;Medium;Yes;Yes;Positive
1774;1774;21;Medium;No;Yes;Negative
1775;1775;16;Medium;No;Yes;Neutral
1776;1776;12;Medium;No;Yes;Positive
1777;1777;16;High;Yes;Yes;Neutral
1778;1778;20;Medium;Yes;Yes;Negative
1779;1779;17;Medium;No;Yes;Neutral
1780;1780;16;Low;Yes;Yes;Positive
1781;1781;12;High;Yes;Yes;Positive
1782;1782;20;Medium;Yes;Yes;Positive
1783;1783;11;High;Yes;Yes;Neutral
1784;1784;25;Medium;Yes;Yes;Positive
1785;1785;20;Low;No;Yes;Neutral
1786;1786;11;Medium;No;Yes;Positive
1787;1787;18;High;Yes;Yes;Neutral
1788;1788;15;Medium;Yes;Yes;Neutral
1789;1789;22;High;No;Yes;Negative
1790;1790;28;Low;Yes;Yes;Neutral
1791;1791;9;Medium;No;Yes;Positive
1792;1792;21;High;Yes;Yes;Neutral
1793;1793;19;Low;Yes;Yes;Positive
1794;1794;24;Low;No;Yes;Positive
1795;1795;21;High;No;Yes;Negative
1796;1796;15;Medium;Yes;Yes;Neutral
1797;1797;18;Medium;Yes;Yes;Positive
1798;1798;15;Medium;Yes;Yes;Negative
1799;1799;26;High;Yes;Yes;Positive
1800;1800;20;High;Yes;Yes;Neutral
1801;1801;31;Medium;No;Yes;Positive
1802;1802;20;Medium;Yes;Yes;Neutral
1803;1803;16;Medium;Yes;Yes;Positive
1804;1804;11;High;No;Yes;Neutral
1805;1805;9;Medium;Yes;Yes;Positive
1806;1806;10;High;No;Yes;Neutral
1807;1807;22;Medium;No;Yes;Positive
1808;1808;23;Low;Yes;Yes;Negative
1809;1809;11;Medium;No;Yes;Negative
1810;1810;25;Low;Yes;Yes;Positive
1811;1811;17;High;No;Yes;Negative
1812;1812;21;High;No;Yes;Negative
1813;1813;30;Low;No;Yes;Neutral
1814;1814;25;Medium;Yes;Yes;Positive
1815;1815;18;High;Yes;Yes;Negative
1816;1816;15;Medium;Yes;Yes;Negative
1817;1817;7;Medium;No;Yes;Neutral
1818;1818;16;Medium;No;Yes;Neutral
1819;1819;19;High;Yes;Yes;Negative
1820;1820;14;Medium;Yes;Yes;Negative
1821;1821;19;High;No;Yes;Negative
1822;1822;20;High;Yes;Yes;Negative
1823;1823;19;High;Yes;Yes;Neutral
1824;1824;16;High;Yes;Yes;Negative
1825;1825;21;High;Yes;Yes;Positive
1826;1826;23;Low;No;Yes;Positive
1827;1827;13;Medium;No;Yes;Positive
1828;1828;28;Low;Yes;Yes;Neutral
1829;1829;19;Low;No;Yes;Neutral
1830;1830;20;Low;Yes;Yes;Positive
1831;1831;24;Medium;No;Yes;Neutral
1832;1832;21;Low;Yes;Yes;Neutral
1833;1833;26;Medium;No;Yes;Positive
1834;1834;22;High;Yes;Yes;Positive
1835;1835;16;High;Yes;Yes;Positive
1836;1836;22;High;No;Yes;Neutral
1837;1837;13;Medium;Yes;Yes;Negative
1838;1838;21;Medium;No;Yes;Neutral
1839;1839;20;Medium;Yes;Yes;Neutral
1840;1840;19;Medium;Yes;Yes;Positive
1841;1841;19;Medium;No;Yes;Negative
1842;1842;9;Low;Yes;No;Negative
1843;1843;17;Medium;Yes;Yes;Neutral
1844;1844;21;High;Yes;Yes;Negative
1845;1845;21;High;Yes;Yes;Neutral
1846;1846;14;Medium;Yes;Yes;Neutral
1847;1847;28;Medium;Yes;No;Neutral
1848;1848;15;Medium;No;Yes;Positive
1849;1849;26;Low;No;Yes;Negative
1850;1850;23;High;No;Yes;Positive
1851;1851;16;High;No;Yes;Negative
1852;1852;31;Low;Yes;Yes;Negative
1853;1853;13;Low;Yes;Yes;Positive
1854;1854;26;Medium;Yes;Yes;Neutral
1855;1855;26;Medium;Yes;Yes;Neutral
1856;1856;16;High;Yes;Yes;Neutral
1857;1857;28;High;No;Yes;Positive
1858;1858;18;Medium;No;Yes;Neutral
1859;1859;22;Low;No;Yes;Neutral
1860;1860;22;High;Yes;Yes;Positive
1861;1861;19;Medium;Yes;Yes;Neutral
1862;1862;25;Medium;No;Yes;Negative
1863;1863;25;Medium;No;Yes;Positive
1864;1864;10;Low;No;Yes;Negative
1865;1865;28;Medium;Yes;Yes;Neutral
1866;1866;10;Medium;No;No;Positive
1867;1867;26;Medium;No;Yes;Neutral
1868;1868;27;Low;Yes;Yes;Neutral
1869;1869;13;Medium;Yes;Yes;Positive
1870;1870;18;High;No;Yes;Positive
1871;1871;13;Medium;Yes;Yes;Neutral
1872;1872;19;High;No;Yes;Neutral
1873;1873;18;Low;Yes;Yes;Positive
1874;1874;25;Medium;Yes;Yes;Neutral
1875;1875;28;High;Yes;Yes;Positive
1876;1876;28;Medium;Yes;Yes;Positive
1877;1877;17;Medium;Yes;Yes;Positive
1878;1878;19;Low;No;Yes;Neutral
1879;1879;10;Low;No;Yes;Negative
1880;1880;15;High;No;No;Negative
1881;1881;26;Low;Yes;Yes;Negative
1882;1882;30;Low;Yes;Yes;Positive
1883;1883;13;Medium;Yes;Yes;Neutral
1884;1884;16;Medium;Yes;Yes;Neutral
1885;1885;20;High;Yes;Yes;Neutral
1886;1886;22;Medium;No;No;Positive
1887;1887;15;Medium;Yes;Yes;Negative
1888;1888;23;Low;Yes;Yes;Positive
1889;1889;17;Medium;Yes;Yes;Neutral
1890;1890;20;Low;Yes;No;Positive
1891;1891;23;Medium;No;No;Positive
1892;1892;20;Medium;No;Yes;Neutral
1893;1893;17;High;Yes;Yes;Negative
1894;1894;19;High;No;Yes;Negative
1895;1895;19;Medium;Yes;Yes;Negative
1896;1896;18;Low;Yes;Yes;Neutral
1897;1897;18;Medium;Yes;Yes;Positive
1898;1898;30;Medium;No;Yes;Positive
1899;1899;23;High;Yes;Yes;Positive
1900;1900;18;High;Yes;Yes;Neutral
1901;1901;24;Medium;Yes;Yes;Positive
1902;1902;18;Medium;Yes;Yes;Neutral
1903;1903;27;Medium;No;Yes;Neutral
1904;1904;22;Medium;No;Yes;Negative
1905;1905;19;Medium;No;Yes;Neutral
1906;1906;23;Medium;No;Yes;Negative
1907;1907;11;Medium;No;Yes;Positive
1908;1908;13;Low;Yes;Yes;Positive
1909;1909;13;Medium;Yes;No;Neutral
1910;1910;21;Medium;Yes;Yes;Neutral
1911;1911;30;High;Yes;No;Neutral
1912;1912;33;High;Yes;Yes;Negative
1913;1913;24;High;No;Yes;Neutral
1914;1914;23;Low;Yes;Yes;Positive
1915;1915;9;Medium;No;Yes;Neutral
1916;1916;17;Medium;Yes;Yes;Positive
1917;1917;15;High;Yes;Yes;Neutral
1918;1918;16;Medium;Yes;Yes;Negative
1919;1919;19;Low;Yes;Yes;Positive
1920;1920;17;Medium;Yes;Yes;Negative
1921;1921;8;High;Yes;Yes;Positive
1922;1922;24;High;Yes;Yes;Positive
1923;1923;14;Medium;Yes;Yes;Neutral
1924;1924;21;High;No;Yes;Negative
1925;1925;32;Low;Yes;Yes;Positive
1926;1926;14;Medium;No;Yes;Positive
1927;1927;5;High;Yes;Yes;Neutral
1928;1928;18;Medium;Yes;Yes;Neutral
1929;1929;27;Low;No;Yes;Neutral
1930;1930;32;High;No;Yes;Positive
1931;1931;13;Medium;No;Yes;Neutral
1932;1932;23;High;Yes;Yes;Positive
1933;1933;17;Low;Yes;Yes;Neutral
1934;1934;19;Medium;No;Yes;Negative
1935;1935;36;Medium;Yes;Yes;Negative
1936;1936;11;High;No;Yes;Negative
1937;1937;22;Medium;Yes;No;Positive
1938;1938;23;Medium;Yes;Yes;Neutral
1939;1939;27;Low;Yes;Yes;Negative
1940;1940;21;High;No;Yes;Neutral
1941;1941;22;Medium;Yes;Yes;Neutral
1942;1942;18;Low;No;Yes;Neutral
1943;1943;22;Medium;Yes;Yes;Neutral
1944;1944;18;Medium;No;Yes;Neutral
1945;1945;24;Low;Yes;Yes;Neutral
1946;1946;18;Low;No;Yes;Neutral
1947;1947;22;High;Yes;Yes;Negative
1948;1948;20;Low;No;Yes;Neutral
1949;1949;27;Low;Yes;No;Neutral
1950;1950;20;Medium;Yes;Yes;Negative
1951;1951;9;High;Yes;Yes;Neutral
1952;1952;28;Low;No;Yes;Neutral
1953;1953;15;High;Yes;Yes;Negative
1954;1954;16;High;Yes;Yes;Positive
1955;1955;16;Medium;Yes;Yes;Neutral
1956;1956;28;Medium;Yes;Yes;Positive
1957;1957;7;Medium;No;No;Neutral
1958;1958;39;High;Yes;Yes;Positive
1959;1959;26;High;Yes;Yes;Neutral
1960;1960;21;High;Yes;Yes;Negative
1961;1961;20;Medium;Yes;Yes;Neutral
1962;1962;22;Medium;Yes;Yes;Neutral
1963;1963;23;Low;Yes;Yes;Positive
1964;1964;24;Medium;Yes;No;Negative
1965;1965;23;Medium;Yes;Yes;Negative
1966;1966;21;Low;No;Yes;Negative
1967;1967;19;Low;Yes;Yes;Neutral
1968;1968;19;Low;No;Yes;Neutral
1969;1969;19;Medium;Yes;Yes;Positive
1970;1970;27;High;No;Yes;Negative
1971;1971;24;Medium;Yes;Yes;Neutral
1972;1972;2;High;Yes;Yes;Neutral
1973;1973;24;Low;No;No;Positive
1974;1974;21;Low;No;Yes;Neutral
1975;1975;20;Medium;Yes;Yes;Neutral
1976;1976;18;Medium;Yes;Yes;Positive
1977;1977;27;Medium;Yes;Yes;Positive
1978;1978;26;High;No;Yes;Neutral
1979;1979;15;Medium;No;Yes;Negative
1980;1980;22;Medium;Yes;Yes;Neutral
1981;1981;14;Low;No;Yes;Negative
1982;1982;12;Low;Yes;Yes;Positive
1983;1983;16;Low;No;Yes;Neutral
1984;1984;25;Medium;Yes;Yes;Neutral
1985;1985;26;Medium;Yes;Yes;Positive
1986;1986;23;Low;Yes;Yes;Positive
1987;1987;24;Medium;No;Yes;Positive
1988;1988;23;Medium;No;Yes;Negative
1989;1989;16;Low;No;Yes;Positive
1990;1990;23;Medium;Yes;Yes;Negative
1991;1991;25;High;Yes;Yes;Negative
1992;1992;25;Medium;Yes;Yes;Positive
1993;1993;27;Medium;No;Yes;Neutral
1994;1994;24;Low;No;Yes;Neutral
1995;1995;22;High;Yes;Yes;Negative
1996;1996;26;High;No;Yes;Neutral
1997;1997;20;Medium;No;No;Neutral
1998;1998;15;Medium;Yes;Yes;Neutral
1999;1999;19;Medium;Yes;No;Negative
2000;2000;16;Medium;Yes;Yes;Positive
2001;2001;16;Low;No;Yes;Neutral
2002;2002;19;Medium;No;Yes;Positive
2003;2003;15;Low;No;Yes;Neutral
2004;2004;18;Medium;No;Yes;Negative
2005;2005;9;High;Yes;Yes;Positive
2006;2006;21;Medium;No;Yes;Negative
2007;2007;20;Low;No;Yes;Negative
2008;2008;15;Medium;No;Yes;Neutral
2009;2009;24;High;Yes;Yes;Neutral
2010;2010;26;Low;No;Yes;Neutral
2011;2011;10;Medium;No;No;Positive
2012;2012;15;High;No;Yes;Negative
2013;2013;15;Medium;No;Yes;Negative
2014;2014;14;Medium;Yes;Yes;Positive
2015;2015;25;Low;No;Yes;Positive
2016;2016;19;High;Yes;Yes;Positive
2017;2017;18;High;Yes;Yes;Neutral
2018;2018;8;High;No;Yes;Positive
2019;2019;24;High;Yes;Yes;Neutral
2020;2020;13;Medium;Yes;Yes;Neutral
2021;2021;20;High;No;Yes;Neutral
2022;2022;22;Medium;Yes;Yes;Neutral
2023;2023;28;High;No;Yes;Negative
2024;2024;12;Low;Yes;Yes;Positive
2025;2025;2;High;Yes;Yes;Neutral
2026;2026;21;Low;Yes;Yes;Neutral
2027;2027;31;Low;No;Yes;Positive
2028;2028;27;Medium;Yes;Yes;Positive
2029;2029;21;Medium;No;Yes;Neutral
2030;2030;17;Low;No;Yes;Positive
2031;2031;25;High;No;Yes;Positive
2032;2032;14;Medium;Yes;Yes;Negative
2033;2033;23;High;Yes;Yes;Positive
2034;2034;23;High;No;Yes;Positive
2035;2035;26;Medium;Yes;Yes;Negative
2036;2036;37;Medium;Yes;Yes;Positive
2037;2037;22;Low;Yes;Yes;Positive
2038;2038;17;Medium;No;Yes;Positive
2039;2039;20;Medium;Yes;Yes;Neutral
2040;2040;9;Medium;Yes;Yes;Positive
2041;2041;16;Medium;No;Yes;Negative
2042;2042;18;Low;No;Yes;Positive
2043;2043;17;Medium;Yes;Yes;Neutral
2044;2044;21;Low;Yes;Yes;Positive
2045;2045;15;High;Yes;Yes;Positive
2046;2046;27;Low;Yes;Yes;Negative
2047;2047;20;Medium;Yes;No;Negative
2048;2048;20;Low;Yes;Yes;Positive
2049;2049;18;High;Yes;Yes;Positive
2050;2050;21;Medium;Yes;Yes;Neutral
2051;2051;25;Low;Yes;Yes;Neutral
2052;2052;15;Medium;No;Yes;Neutral
2053;2053;16;High;Yes;Yes;Negative
2054;2054;18;High;Yes;Yes;Neutral
2055;2055;12;Medium;Yes;Yes;Neutral
2056;2056;15;High;Yes;Yes;Positive
2057;2057;17;Low;No;Yes;Neutral
2058;2058;25;Low;No;Yes;Neutral
2059;2059;22;Medium;Yes;Yes;Neutral
2060;2060;21;Medium;No;Yes;Positive
2061;2061;25;High;No;Yes;Negative
2062;2062;19;High;Yes;Yes;Neutral
2063;2063;22;Low;Yes;Yes;Neutral
2064;2064;19;Medium;No;Yes;Neutral
2065;2065;22;Medium;No;Yes;Positive
2066;2066;17;Medium;Yes;Yes;Neutral
2067;2067;5;High;Yes;Yes;Neutral
2068;2068;19;High;No;Yes;Negative
2069;2069;29;Medium;Yes;Yes;Neutral
2070;2070;26;Medium;No;Yes;Neutral
2071;2071;26;High;Yes;Yes;Neutral
2072;2072;27;Medium;Yes;Yes;Neutral
2073;2073;21;High;Yes;Yes;Neutral
2074;2074;21;Low;No;Yes;Neutral
2075;2075;16;Medium;Yes;Yes;Neutral
2076;2076;18;Low;No;Yes;Positive
2077;2077;24;Medium;Yes;Yes;Positive
2078;2078;27;Medium;Yes;Yes;Neutral
2079;2079;19;Medium;Yes;Yes;Positive
2080;2080;17;High;No;Yes;Neutral
2081;2081;20;Medium;No;Yes;Negative
2082;2082;24;Medium;Yes;Yes;Negative
2083;2083;11;High;Yes;Yes;Negative
2084;2084;6;High;No;No;Neutral
2085;2085;17;Low;Yes;No;Positive
2086;2086;13;High;Yes;Yes;Positive
2087;2087;17;High;Yes;Yes;Negative
2088;2088;19;Medium;No;Yes;Positive
2089;2089;17;Medium;No;Yes;Positive
2090;2090;29;Medium;Yes;Yes;Positive
2091;2091;22;Medium;Yes;Yes;Negative
2092;2092;22;Medium;No;No;Neutral
2093;2093;24;Medium;Yes;Yes;Neutral
2094;2094;13;High;Yes;Yes;Positive
2095;2095;26;Medium;Yes;Yes;Positive
2096;2096;20;Medium;Yes;Yes;Negative
2097;2097;24;High;No;Yes;Positive
2098;2098;14;Medium;Yes;Yes;Negative
2099;2099;11;Medium;Yes;Yes;Negative
2100;2100;25;Medium;Yes;Yes;Positive
2101;2101;22;Low;No;Yes;Negative
2102;2102;15;High;No;Yes;Negative
2103;2103;15;Medium;Yes;No;Negative
2104;2104;27;High;No;Yes;Negative
2105;2105;13;Medium;Yes;Yes;Negative
2106;2106;30;High;No;Yes;Neutral
2107;2107;15;Medium;Yes;Yes;Neutral
2108;2108;24;Medium;Yes;Yes;Positive
2109;2109;18;High;Yes;Yes;Positive
2110;2110;24;Medium;Yes;Yes;Neutral
2111;2111;17;Medium;No;Yes;Positive
2112;2112;19;Low;No;Yes;Neutral
2113;2113;20;Medium;No;No;Positive
2114;2114;14;High;Yes;Yes;Negative
2115;2115;24;High;No;Yes;Positive
2116;2116;17;Medium;Yes;Yes;Positive
2117;2117;19;High;No;Yes;Neutral
2118;2118;14;Medium;No;Yes;Neutral
2119;2119;5;Medium;Yes;Yes;Neutral
2120;2120;19;Medium;No;Yes;Positive
2121;2121;34;Medium;Yes;Yes;Negative
2122;2122;25;Medium;Yes;No;Positive
2123;2123;20;Medium;No;Yes;Positive
2124;2124;18;High;Yes;Yes;Negative
2125;2125;20;Low;Yes;Yes;Negative
2126;2126;23;Low;Yes;Yes;Neutral
2127;2127;13;Low;Yes;Yes;Positive
2128;2128;27;Medium;Yes;No;Positive
2129;2129;24;Medium;No;Yes;Neutral
2130;2130;24;Low;Yes;Yes;Neutral
2131;2131;23;Medium;No;Yes;Positive
2132;2132;20;Medium;No;Yes;Neutral
2133;2133;24;High;Yes;Yes;Negative
2134;2134;24;High;No;Yes;Positive
2135;2135;18;Medium;Yes;Yes;Neutral
2136;2136;17;Low;Yes;Yes;Neutral
2137;2137;21;Low;Yes;Yes;Negative
2138;2138;29;High;Yes;Yes;Positive
2139;2139;13;Medium;No;Yes;Positive
2140;2140;11;Low;Yes;Yes;Positive
2141;2141;21;Medium;No;Yes;Negative
2142;2142;20;High;No;Yes;Negative
2143;2143;21;Medium;Yes;No;Neutral
2144;2144;21;Medium;No;Yes;Positive
2145;2145;19;Medium;No;Yes;Negative
2146;2146;29;Medium;No;Yes;Positive
2147;2147;10;High;Yes;Yes;Positive
2148;2148;15;High;Yes;Yes;Neutral
2149;2149;19;High;Yes;Yes;Positive
2150;2150;10;Medium;No;No;Neutral
2151;2151;19;Medium;Yes;Yes;Neutral
2152;2152;30;Medium;No;Yes;Negative
2153;2153;20;Medium;No;No;Neutral
2154;2154;21;High;Yes;Yes;Negative
2155;2155;12;Medium;Yes;Yes;Positive
2156;2156;16;Medium;No;Yes;Neutral
2157;2157;18;High;Yes;Yes;Neutral
2158;2158;18;High;Yes;Yes;Positive
2159;2159;28;Medium;Yes;No;Negative
2160;2160;23;Low;Yes;Yes;Negative
2161;2161;13;Medium;Yes;Yes;Neutral
2162;2162;21;High;Yes;Yes;Neutral
2163;2163;23;Medium;Yes;Yes;Neutral
2164;2164;27;High;Yes;Yes;Positive
2165;2165;29;Low;Yes;Yes;Positive
2166;2166;14;Medium;Yes;Yes;Neutral
2167;2167;15;Medium;No;Yes;Neutral
2168;2168;12;Medium;Yes;Yes;Neutral
2169;2169;19;High;Yes;No;Positive
2170;2170;23;Medium;No;Yes;Positive
2171;2171;26;Medium;Yes;Yes;Negative
2172;2172;20;Medium;Yes;No;Negative
2173;2173;18;High;No;Yes;Positive
2174;2174;21;Medium;Yes;Yes;Positive
2175;2175;15;High;No;Yes;Positive
2176;2176;33;Low;No;Yes;Negative
2177;2177;10;Medium;Yes;Yes;Positive
2178;2178;21;Low;Yes;Yes;Negative
2179;2179;32;Low;Yes;Yes;Positive
2180;2180;20;Medium;Yes;Yes;Neutral
2181;2181;19;High;No;Yes;Negative
2182;2182;18;Low;Yes;Yes;Positive
2183;2183;19;Medium;Yes;Yes;Positive
2184;2184;28;Medium;Yes;Yes;Neutral
2185;2185;7;Medium;Yes;Yes;Neutral
2186;2186;29;High;Yes;Yes;Neutral
2187;2187;11;High;Yes;No;Neutral
2188;2188;18;Low;No;Yes;Neutral
2189;2189;17;Medium;Yes;Yes;Neutral
2190;2190;24;Medium;Yes;Yes;Positive
2191;2191;10;Medium;Yes;Yes;Positive
2192;2192;23;Medium;Yes;Yes;Neutral
2193;2193;32;High;Yes;Yes;Positive
2194;2194;12;Medium;Yes;Yes;Positive
2195;2195;21;Medium;Yes;Yes;Negative
2196;2196;16;Medium;Yes;Yes;Neutral
2197;2197;23;Medium;Yes;Yes;Neutral
2198;2198;20;Medium;No;Yes;Neutral
2199;2199;16;Medium;Yes;Yes;Neutral
2200;2200;23;High;No;Yes;Neutral
2201;2201;31;Medium;Yes;Yes;Positive
2202;2202;19;Medium;No;Yes;Negative
2203;2203;24;High;Yes;Yes;Positive
2204;2204;12;High;Yes;Yes;Neutral
2205;2205;14;Medium;No;Yes;Neutral
2206;2206;23;Medium;No;Yes;Negative
2207;2207;29;High;No;Yes;Neutral
2208;2208;22;Medium;Yes;Yes;Neutral
2209;2209;18;Medium;Yes;Yes;Negative
2210;2210;20;Low;Yes;No;Negative
2211;2211;12;High;No;Yes;Neutral
2212;2212;24;Low;No;No;Positive
2213;2213;25;Low;Yes;Yes;Positive
2214;2214;17;Medium;No;Yes;Neutral
2215;2215;17;High;Yes;Yes;Neutral
2216;2216;22;Medium;Yes;Yes;Neutral
2217;2217;17;High;Yes;Yes;Neutral
2218;2218;20;Medium;Yes;Yes;Positive
2219;2219;33;Medium;Yes;Yes;Negative
2220;2220;19;High;Yes;Yes;Neutral
2221;2221;18;Low;Yes;Yes;Neutral
2222;2222;16;High;Yes;Yes;Neutral
2223;2223;24;High;No;Yes;Neutral
2224;2224;19;High;Yes;Yes;Neutral
2225;2225;16;High;Yes;No;Positive
2226;2226;28;High;Yes;Yes;Negative
2227;2227;29;Medium;No;Yes;Positive
2228;2228;16;Medium;Yes;Yes;Neutral
2229;2229;9;Medium;No;Yes;Positive
2230;2230;26;Low;Yes;Yes;Neutral
2231;2231;16;High;Yes;Yes;Negative
2232;2232;25;Low;Yes;Yes;Positive
2233;2233;8;Low;Yes;Yes;Positive
2234;2234;25;High;Yes;Yes;Neutral
2235;2235;13;High;Yes;Yes;Positive
2236;2236;24;High;Yes;Yes;Positive
2237;2237;20;High;Yes;Yes;Neutral
2238;2238;14;Medium;No;No;Neutral
2239;2239;18;High;No;Yes;Neutral
2240;2240;24;Medium;Yes;No;Neutral
2241;2241;21;High;Yes;Yes;Positive
2242;2242;24;Low;Yes;Yes;Negative
2243;2243;32;High;Yes;Yes;Negative
2244;2244;11;Medium;No;Yes;Positive
2245;2245;30;Medium;No;Yes;Positive
2246;2246;21;High;Yes;Yes;Positive
2247;2247;15;High;Yes;Yes;Positive
2248;2248;12;High;Yes;No;Neutral
2249;2249;19;Low;No;Yes;Neutral
2250;2250;26;Low;Yes;Yes;Positive
2251;2251;19;Low;No;Yes;Neutral
2252;2252;29;Low;No;Yes;Neutral
2253;2253;11;Medium;No;Yes;Positive
2254;2254;20;High;Yes;Yes;Positive
2255;2255;12;Medium;Yes;Yes;Neutral
2256;2256;22;High;Yes;Yes;Neutral
2257;2257;25;Medium;No;Yes;Positive
2258;2258;17;Medium;Yes;Yes;Positive
2259;2259;4;Low;No;Yes;Negative
2260;2260;21;High;No;Yes;Positive
2261;2261;23;High;No;Yes;Positive
2262;2262;22;Medium;Yes;Yes;Negative
2263;2263;27;Medium;Yes;Yes;Positive
2264;2264;14;Medium;Yes;Yes;Neutral
2265;2265;24;High;Yes;No;Negative
2266;2266;27;High;No;Yes;Neutral
2267;2267;9;Medium;No;Yes;Negative
2268;2268;22;Medium;Yes;Yes;Positive
2269;2269;17;Low;Yes;Yes;Neutral
2270;2270;20;Low;Yes;Yes;Neutral
2271;2271;22;Low;Yes;Yes;Negative
2272;2272;17;Low;Yes;Yes;Neutral
2273;2273;16;Low;Yes;Yes;Neutral
2274;2274;20;Medium;No;Yes;Positive
2275;2275;13;Medium;No;No;Positive
2276;2276;13;Medium;Yes;Yes;Positive
2277;2277;24;Medium;No;Yes;Neutral
2278;2278;13;Medium;Yes;Yes;Negative
2279;2279;24;Medium;No;Yes;Negative
2280;2280;23;Medium;Yes;Yes;Positive
2281;2281;10;High;Yes;Yes;Neutral
2282;2282;16;High;Yes;Yes;Negative
2283;2283;27;Medium;Yes;Yes;Negative
2284;2284;14;Low;No;Yes;Positive
2285;2285;17;High;No;Yes;Neutral
2286;2286;23;High;No;Yes;Positive
2287;2287;25;Low;No;Yes;Neutral
2288;2288;18;Low;Yes;Yes;Neutral
2289;2289;16;High;Yes;Yes;Neutral
2290;2290;29;Medium;No;Yes;Positive
2291;2291;30;High;Yes;Yes;Positive
2292;2292;26;Medium;Yes;Yes;Negative
2293;2293;21;High;No;Yes;Neutral
2294;2294;15;Low;Yes;Yes;Negative
2295;2295;15;Medium;Yes;Yes;Negative
2296;2296;23;High;Yes;Yes;Positive
2297;2297;23;Medium;Yes;Yes;Neutral
2298;2298;28;Low;No;Yes;Neutral
2299;2299;24;High;No;Yes;Positive
2300;2300;11;Low;Yes;Yes;Negative
2301;2301;26;Low;No;Yes;Neutral
2302;2302;14;Medium;No;Yes;Positive
2303;2303;18;Medium;Yes;Yes;Neutral
2304;2304;22;High;No;Yes;Neutral
2305;2305;32;High;Yes;Yes;Positive
2306;2306;39;Medium;No;Yes;Negative
2307;2307;24;Medium;No;Yes;Neutral
2308;2308;19;Medium;Yes;Yes;Negative
2309;2309;23;High;No;Yes;Neutral
2310;2310;25;High;No;Yes;Positive
2311;2311;18;High;Yes;Yes;Negative
2312;2312;31;High;Yes;Yes;Neutral
2313;2313;21;Medium;Yes;Yes;Neutral
2314;2314;23;Medium;Yes;Yes;Neutral
2315;2315;24;Medium;Yes;Yes;Positive
2316;2316;23;Low;Yes;Yes;Positive
2317;2317;25;Low;Yes;Yes;Positive
2318;2318;16;High;Yes;Yes;Positive
2319;2319;17;Medium;No;Yes;Positive
2320;2320;13;Medium;No;Yes;Neutral
2321;2321;23;Medium;No;Yes;Positive
2322;2322;25;High;Yes;Yes;Neutral
2323;2323;23;Low;No;Yes;Neutral
2324;2324;30;Medium;No;Yes;Neutral
2325;2325;20;Medium;No;Yes;Negative
2326;2326;24;High;No;Yes;Positive
2327;2327;13;Medium;No;Yes;Positive
2328;2328;18;High;Yes;Yes;Neutral
2329;2329;24;Medium;Yes;Yes;Neutral
2330;2330;25;High;Yes;Yes;Positive
